olay_id,tarih,mro_id,olay_turu,risk_seviyesi,kesinti_dak,maddi_kayip_TL,kvkk_ozel,shy145_72sa_uygunluk,mitre_tactic,mitre_technique,ek19_kontroller,etkilenen_hizmet_sayisi
CDSA-MRO-SDG-000460,2024-11-22,MRO-TR-691,shadow_it,2,734,125694,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000461,2025-11-26,MRO-TR-975,hesap_ele_gecirme,4,70,448649,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000462,2025-11-09,MRO-EU-463,konfigurasyon_hatasi,3,1439,406458,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000463,2025-09-20,MRO-TR-583,fidye_yazilimi,4,1286,202815,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000464,2024-06-20,MRO-TR-192,oltalama_saldirisi,3,1176,94164,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000465,2025-05-09,MRO-TR-644,shadow_it,2,1948,123557,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000466,2025-06-08,MRO-TR-838,konfigurasyon_hatasi,3,1981,383321,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000467,2025-06-21,MRO-TR-167,usb_zararli_yazilim,3,1577,282932,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000468,2025-07-24,MRO-TR-832,sosyal_muhendislik,3,245,326011,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000469,2024-01-27,MRO-TR-291,yetki_iptal_eksikligi,3,1786,392027,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000470,2025-06-21,MRO-TR-642,ddos_saldirisi,3,680,319651,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000471,2024-01-09,MRO-TR-392,ddos_saldirisi,4,481,80858,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000472,2024-04-14,MRO-EU-078,sosyal_muhendislik,3,1209,226589,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000473,2025-07-17,MRO-TR-185,konfigurasyon_hatasi,3,1902,432593,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000474,2025-08-19,MRO-TR-780,sosyal_muhendislik,3,363,23813,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000475,2025-12-03,MRO-TR-024,shadow_it,2,996,304017,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000476,2024-06-20,MRO-TR-420,kalibrasyon_butunluk_ihlali,4,1557,459775,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000477,2024-02-24,MRO-EU-107,usb_zararli_yazilim,3,1608,345250,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000478,2024-06-29,MRO-TR-122,hesap_ele_gecirme,4,675,412400,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000479,2025-07-16,MRO-TR-437,hesap_ele_gecirme,4,715,385502,EVET,HAYIR,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000480,2024-05-13,MRO-TR-292,portal_erisim_ihlali,3,487,313459,HAYIR,HAYIR,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000481,2024-09-14,MRO-EU-032,usb_zararli_yazilim,2,306,359136,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000482,2025-12-22,MRO-TR-509,portal_erisim_ihlali,4,206,239816,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000483,2024-12-07,MRO-TR-603,oltalama_saldirisi,2,1698,420900,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000484,2024-09-15,MRO-TR-392,shadow_it,2,1525,362021,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000485,2024-04-14,MRO-EU-865,konfigurasyon_hatasi,3,839,249669,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000486,2024-06-11,MRO-TR-553,ot_sistem_sizmasi,3,1468,236490,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000487,2024-09-22,MRO-TR-116,ot_sistem_sizmasi,4,831,479697,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000488,2024-06-30,MRO-TR-146,tedarik_zinciri_kontaminasyonu,3,1470,9191,EVET,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000489,2025-08-16,MRO-EU-656,hesap_ele_gecirme,4,1267,353033,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000490,2024-07-28,MRO-TR-919,kalibrasyon_butunluk_ihlali,4,257,218054,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000491,2025-06-12,MRO-TR-714,sosyal_muhendislik,3,504,369953,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000492,2025-06-02,MRO-TR-213,konfigurasyon_hatasi,3,631,283249,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000493,2025-12-27,MRO-TR-323,usb_zararli_yazilim,3,195,142289,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000494,2025-03-29,MRO-TR-122,usb_zararli_yazilim,3,1910,369670,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000495,2025-04-07,MRO-EU-610,ot_sistem_sizmasi,4,989,69903,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000496,2024-01-14,MRO-TR-378,sosyal_muhendislik,3,357,188611,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000497,2024-06-28,MRO-TR-249,is_emri_sahteciligi,4,245,232125,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000498,2025-11-25,MRO-TR-013,yetki_iptal_eksikligi,3,1047,450617,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000499,2025-12-17,MRO-TR-247,oltalama_saldirisi,3,163,12869,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000500,2025-05-29,MRO-EU-665,konfigurasyon_hatasi,4,610,94446,EVET,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000501,2025-06-17,MRO-TR-521,ot_sistem_sizmasi,4,1200,245754,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000502,2025-07-25,MRO-TR-204,portal_erisim_ihlali,4,1488,441433,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000503,2025-04-13,MRO-EU-332,egitim_sistem_manipulasyonu,3,495,5912,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000504,2025-08-28,MRO-TR-372,hesap_ele_gecirme,4,1236,426389,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000505,2025-01-21,MRO-TR-099,usb_zararli_yazilim,4,1247,261421,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000506,2025-10-22,MRO-TR-509,shadow_it,2,670,72956,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000507,2024-01-19,MRO-TR-430,portal_erisim_ihlali,4,135,141227,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000508,2025-07-09,MRO-EU-322,oltalama_saldirisi,3,1096,43574,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000509,2024-09-19,MRO-TR-924,yetki_iptal_eksikligi,4,1418,431390,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000510,2024-02-06,MRO-TR-991,kalibrasyon_butunluk_ihlali,4,171,495925,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000511,2025-01-26,MRO-EU-105,ot_sistem_sizmasi,4,617,335354,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000512,2024-04-12,MRO-EU-366,sosyal_muhendislik,2,1089,416209,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000513,2025-03-03,MRO-TR-660,sosyal_muhendislik,2,154,395092,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000514,2024-03-08,MRO-TR-932,oltalama_saldirisi,3,816,189384,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000515,2024-05-30,MRO-TR-777,tedarik_zinciri_kontaminasyonu,4,839,16053,EVET,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000516,2024-01-09,MRO-TR-860,portal_erisim_ihlali,4,1321,391763,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000517,2024-01-06,MRO-TR-237,yetki_iptal_eksikligi,3,1887,167284,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000518,2025-11-18,MRO-TR-703,is_emri_sahteciligi,4,67,278079,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000519,2024-04-24,MRO-TR-674,tedarik_zinciri_kontaminasyonu,3,419,178507,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000520,2024-06-21,MRO-TR-131,oltalama_saldirisi,3,1014,391296,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000521,2024-02-21,MRO-EU-099,oltalama_saldirisi,3,1481,244636,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000522,2024-03-13,MRO-TR-571,konfigurasyon_hatasi,3,1399,262545,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000523,2025-03-03,MRO-EU-386,sosyal_muhendislik,3,1985,5265,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000524,2025-01-29,MRO-TR-909,hesap_ele_gecirme,3,1846,297702,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000525,2024-10-15,MRO-TR-448,hesap_ele_gecirme,4,1838,110040,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000526,2024-10-04,MRO-TR-014,tedarik_zinciri_kontaminasyonu,4,1925,159948,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000527,2024-05-19,MRO-TR-146,usb_zararli_yazilim,3,1590,492120,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000528,2024-04-04,MRO-TR-193,sosyal_muhendislik,4,707,216454,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000529,2024-03-04,MRO-TR-788,ot_sistem_sizmasi,4,187,122580,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000530,2025-06-25,MRO-TR-233,sosyal_muhendislik,3,177,84092,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000531,2024-01-02,MRO-TR-160,yetki_iptal_eksikligi,2,1700,57237,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000532,2025-07-20,MRO-EU-158,tedarik_zinciri_kontaminasyonu,4,1141,296170,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000533,2025-12-02,MRO-EU-973,yetki_iptal_eksikligi,3,461,174828,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000534,2024-06-01,MRO-TR-338,ddos_saldirisi,4,1458,44263,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000535,2025-08-13,MRO-TR-545,usb_zararli_yazilim,2,1309,230185,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000536,2024-02-07,MRO-EU-653,shadow_it,2,1007,358554,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000537,2024-05-28,MRO-TR-437,ddos_saldirisi,3,237,224130,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000538,2024-02-03,MRO-TR-166,yetki_iptal_eksikligi,4,483,101448,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000539,2025-11-21,MRO-TR-283,shadow_it,2,644,442946,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000540,2025-08-11,MRO-EU-357,shadow_it,2,863,165432,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000541,2025-02-26,MRO-TR-987,ot_sistem_sizmasi,4,1005,309307,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000542,2024-03-21,MRO-TR-213,oltalama_saldirisi,3,513,157954,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000543,2025-11-10,MRO-TR-970,konfigurasyon_hatasi,2,1145,88013,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000544,2025-03-08,MRO-TR-374,oltalama_saldirisi,4,358,477908,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000545,2024-05-25,MRO-TR-981,sosyal_muhendislik,4,1226,55642,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000546,2024-10-26,MRO-EU-801,hesap_ele_gecirme,4,879,172337,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000547,2025-06-30,MRO-TR-299,yetki_iptal_eksikligi,3,620,451658,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000548,2024-08-18,MRO-TR-181,yetki_iptal_eksikligi,3,857,86694,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000549,2024-09-23,MRO-TR-639,tedarik_zinciri_kontaminasyonu,4,1259,107725,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000550,2025-10-11,MRO-TR-155,yetki_iptal_eksikligi,4,420,197529,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000551,2025-02-24,MRO-EU-779,konfigurasyon_hatasi,4,303,111407,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000552,2025-12-22,MRO-TR-858,portal_erisim_ihlali,3,1687,208217,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000553,2024-06-30,MRO-TR-047,portal_erisim_ihlali,4,1109,105161,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000554,2025-06-28,MRO-TR-553,fidye_yazilimi,4,248,39970,EVET,HAYIR,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000555,2024-07-12,MRO-TR-518,ddos_saldirisi,3,657,116143,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000556,2024-06-30,MRO-TR-846,ddos_saldirisi,4,244,57326,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000557,2025-10-31,MRO-TR-210,konfigurasyon_hatasi,2,1630,306806,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000558,2025-08-02,MRO-EU-292,ddos_saldirisi,3,703,299729,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000559,2025-09-14,MRO-TR-019,usb_zararli_yazilim,2,691,214435,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000560,2025-01-02,MRO-TR-779,portal_erisim_ihlali,4,1618,119104,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000561,2025-10-22,MRO-TR-311,yetki_iptal_eksikligi,4,1942,29585,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000562,2025-09-07,MRO-TR-265,is_emri_sahteciligi,4,761,344782,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000563,2025-02-02,MRO-TR-649,shadow_it,2,602,127537,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000564,2025-03-11,MRO-TR-614,is_emri_sahteciligi,4,1308,281972,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000565,2024-11-10,MRO-TR-895,oltalama_saldirisi,3,507,279952,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000566,2024-09-02,MRO-EU-052,kalibrasyon_butunluk_ihlali,4,1884,490043,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000567,2024-04-19,MRO-EU-349,hesap_ele_gecirme,4,1392,30508,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000568,2025-06-28,MRO-TR-452,usb_zararli_yazilim,3,1917,445089,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000569,2025-07-05,MRO-EU-515,egitim_sistem_manipulasyonu,3,1830,337188,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000570,2025-07-03,MRO-TR-985,ddos_saldirisi,3,136,394045,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000571,2025-11-15,MRO-TR-307,egitim_sistem_manipulasyonu,3,284,153229,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000572,2025-02-14,MRO-TR-599,ot_sistem_sizmasi,4,813,178812,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000573,2024-04-28,MRO-EU-714,shadow_it,3,627,28336,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000574,2025-10-11,MRO-EU-325,usb_zararli_yazilim,3,1175,63805,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000575,2025-08-12,MRO-TR-860,kalibrasyon_butunluk_ihlali,4,1718,299226,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000576,2024-02-05,MRO-TR-358,portal_erisim_ihlali,4,1984,19446,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000577,2024-09-25,MRO-TR-148,fidye_yazilimi,3,1813,383193,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000578,2025-04-21,MRO-TR-705,egitim_sistem_manipulasyonu,3,1519,203317,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000579,2024-06-01,MRO-TR-092,tedarik_zinciri_kontaminasyonu,3,937,17482,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000580,2025-11-01,MRO-TR-845,ot_sistem_sizmasi,4,386,166387,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000581,2024-05-14,MRO-TR-277,ot_sistem_sizmasi,4,366,435154,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000582,2025-01-02,MRO-EU-091,is_emri_sahteciligi,4,758,17746,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000583,2025-05-17,MRO-TR-068,is_emri_sahteciligi,3,1743,102951,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000584,2025-12-03,MRO-TR-394,is_emri_sahteciligi,4,1911,17526,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000585,2024-06-04,MRO-TR-976,shadow_it,2,1316,67415,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000586,2025-06-19,MRO-TR-060,usb_zararli_yazilim,3,185,229293,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000587,2025-10-21,MRO-TR-009,shadow_it,2,1743,188218,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000588,2025-07-27,MRO-TR-206,fidye_yazilimi,3,1434,54240,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000589,2024-03-11,MRO-TR-988,is_emri_sahteciligi,4,392,129840,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000590,2024-06-01,MRO-TR-810,egitim_sistem_manipulasyonu,3,697,271969,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000591,2024-03-23,MRO-TR-620,konfigurasyon_hatasi,3,1245,181809,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000592,2024-12-31,MRO-EU-024,egitim_sistem_manipulasyonu,3,1701,317263,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000593,2024-01-19,MRO-EU-848,is_emri_sahteciligi,4,294,365652,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000594,2024-02-20,MRO-TR-079,konfigurasyon_hatasi,3,1663,464391,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000595,2024-08-16,MRO-EU-203,ot_sistem_sizmasi,4,366,136349,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000596,2024-02-11,MRO-TR-266,shadow_it,2,865,293790,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000597,2025-02-02,MRO-EU-887,tedarik_zinciri_kontaminasyonu,4,1394,375159,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000598,2025-05-30,MRO-TR-934,ot_sistem_sizmasi,4,188,14235,HAYIR,HAYIR,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000599,2024-06-08,MRO-TR-303,shadow_it,2,1740,386726,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000600,2025-01-13,MRO-EU-867,kalibrasyon_butunluk_ihlali,4,1586,160711,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000601,2024-07-04,MRO-EU-442,ddos_saldirisi,3,319,192075,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000602,2025-09-13,MRO-TR-422,yetki_iptal_eksikligi,3,1858,169331,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000603,2025-05-27,MRO-TR-622,usb_zararli_yazilim,3,932,440230,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000604,2025-03-09,MRO-TR-433,hesap_ele_gecirme,4,1606,267423,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000605,2025-04-06,MRO-EU-228,shadow_it,2,1852,480679,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000606,2024-11-28,MRO-TR-844,is_emri_sahteciligi,4,400,379832,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000607,2025-07-20,MRO-TR-635,ot_sistem_sizmasi,4,823,411797,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000608,2025-08-09,MRO-TR-198,oltalama_saldirisi,3,504,333076,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000609,2024-09-09,MRO-TR-203,sosyal_muhendislik,3,341,131675,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000610,2025-08-25,MRO-TR-258,oltalama_saldirisi,3,364,452380,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000611,2024-05-25,MRO-TR-530,tedarik_zinciri_kontaminasyonu,4,1834,309378,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000612,2025-08-28,MRO-EU-572,portal_erisim_ihlali,4,311,469423,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
